sample_id,tier,split,overlap_level,method,reference_path,hypothesis_path,reference_length,hypothesis_length,edit_distance,cer
SyntheticOppositeOverlap_test_03,SyntheticOppositeOverlap,test,4,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticOppositeOverlap_test_03_mixed_whisper.json,30,19,15,0.5
SyntheticOppositeOverlap_test_03,SyntheticOppositeOverlap,test,4,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticOppositeOverlap_test_03_separated_speaker_transcript.json,30,32,2,0.066667
SyntheticOppositeOverlap_test_03,SyntheticOppositeOverlap,test,4,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticOppositeOverlap_test_03_separated_speaker_transcript_cleaned.json,30,32,2,0.066667
SyntheticOppositeOverlap_test_04,SyntheticOppositeOverlap,test,4,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticOppositeOverlap_test_04_mixed_whisper.json,19,10,18,0.947368
SyntheticOppositeOverlap_test_04,SyntheticOppositeOverlap,test,4,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticOppositeOverlap_test_04_separated_speaker_transcript.json,19,19,1,0.052632
SyntheticOppositeOverlap_test_04,SyntheticOppositeOverlap,test,4,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticOppositeOverlap_test_04_separated_speaker_transcript_cleaned.json,19,19,1,0.052632
SyntheticOppositeOverlap_test_05,SyntheticOppositeOverlap,test,4,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticOppositeOverlap_test_05_mixed_whisper.json,20,11,14,0.7
SyntheticOppositeOverlap_test_05,SyntheticOppositeOverlap,test,4,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticOppositeOverlap_test_05_separated_speaker_transcript.json,20,20,0,0.0
SyntheticOppositeOverlap_test_05,SyntheticOppositeOverlap,test,4,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticOppositeOverlap_test_05_separated_speaker_transcript_cleaned.json,20,20,0,0.0
SyntheticOppositeOverlap_test_06,SyntheticOppositeOverlap,test,4,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticOppositeOverlap_test_06_mixed_whisper.json,26,17,12,0.461538
SyntheticOppositeOverlap_test_06,SyntheticOppositeOverlap,test,4,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticOppositeOverlap_test_06_separated_speaker_transcript.json,26,26,1,0.038462
SyntheticOppositeOverlap_test_06,SyntheticOppositeOverlap,test,4,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticOppositeOverlap_test_06_separated_speaker_transcript_cleaned.json,26,26,1,0.038462
SyntheticOppositeOverlap_test_07,SyntheticOppositeOverlap,test,4,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticOppositeOverlap_test_07_mixed_whisper.json,24,13,19,0.791667
SyntheticOppositeOverlap_test_07,SyntheticOppositeOverlap,test,4,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticOppositeOverlap_test_07_separated_speaker_transcript.json,24,24,7,0.291667
SyntheticOppositeOverlap_test_07,SyntheticOppositeOverlap,test,4,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticOppositeOverlap_test_07_separated_speaker_transcript_cleaned.json,24,24,7,0.291667
SyntheticOppositeOverlap_test_08,SyntheticOppositeOverlap,test,4,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticOppositeOverlap_test_08_mixed_whisper.json,18,8,14,0.777778
SyntheticOppositeOverlap_test_08,SyntheticOppositeOverlap,test,4,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticOppositeOverlap_test_08_separated_speaker_transcript.json,18,18,0,0.0
SyntheticOppositeOverlap_test_08,SyntheticOppositeOverlap,test,4,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticOppositeOverlap_test_08_separated_speaker_transcript_cleaned.json,18,18,0,0.0
SyntheticOppositeOverlap_test_09,SyntheticOppositeOverlap,test,4,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticOppositeOverlap_test_09_mixed_whisper.json,22,17,13,0.590909
SyntheticOppositeOverlap_test_09,SyntheticOppositeOverlap,test,4,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticOppositeOverlap_test_09_separated_speaker_transcript.json,22,22,2,0.090909
SyntheticOppositeOverlap_test_09,SyntheticOppositeOverlap,test,4,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticOppositeOverlap_test_09_separated_speaker_transcript_cleaned.json,22,22,2,0.090909
SyntheticOppositeOverlap_test_10,SyntheticOppositeOverlap,test,4,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticOppositeOverlap_test_10_mixed_whisper.json,20,16,6,0.3
SyntheticOppositeOverlap_test_10,SyntheticOppositeOverlap,test,4,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticOppositeOverlap_test_10_separated_speaker_transcript.json,20,20,0,0.0
SyntheticOppositeOverlap_test_10,SyntheticOppositeOverlap,test,4,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticOppositeOverlap_test_10_separated_speaker_transcript_cleaned.json,20,20,0,0.0
